Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.9198,83.7511,78.006,79.2698,80.5025,82.0432,83.3397,84.7064,86.0955,85.3333,86.8364
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.863715497861805,0.50775882293799,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.84711648361859,1.85952906556899,1.86973268204402,1.85171809616119,1.8523088187904,1.84604257144589,1.85288520696513,2.02167455284232,1.98022225807935,1.95772067476703,1.95099683800051
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,42669.1795111893,43148.0459288416,36702.4323733379,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,40988.6396406579,44700.1384177544
France,FRA,Net migration,SM.POP.NETM,116297,52342,-345,15548,102984,132925,71972,145593,131465,179377,91862
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,122.456502458484,123.039367288246,123.477636144355,123.803885332591,124.163688653864,124.609607570276,125.024698023935,125.431134613601,125.879601076167,126.513511457464,126.862020595603
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.4,73,74.5542,85.5444,87.2749,88.4989,89.4303,90.3447,91.2684,92.2016,93.1444
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.46483265562717,1.62222297740817,0.118627135552451,1.26158320570536,2.13011000365961,2.44258329692817,1.81221007526021,1.23358439630629,4.69785886363742,8.00279982052121,4.11633838374488
United States,USA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.02370560438155,3.67891817387645,3.46449292564277,3.40260233575118,3.2977234873792,3.3040005391035,3.40921408383721,3.64518757294704,3.40451991574826,3.30947715843109,3.304441637598
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,53179.0127634561,54973.4207515712,56572.9188996063,57638.1018367192,59635.0984397965,62499.8744390068,64746.4506778863,63515.9491807833,70205.050916026,76657.2488844403,81032.262117545
United States,USA,Net migration,SM.POP.NETM,1663885,1672598,1722127,1889129,1864738,1764961,1774500,329769,674787,1319009,1322668
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,34.6246572257533,34.9013776562134,35.1809713558577,35.4584505795077,35.7049975840182,35.9149986553586,36.1004771837305,36.248222996211,36.3052926398919,36.5149212564854,36.8198061311277
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1,99.2,99,99.5,100,99.5,99.6,99.4,100,100,99.7
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,43.46,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.80639069747204,4.01861608078679,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,5.52796087314389
Mexico,MEX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.48764287589738,0.495321031372806,0.45074282393045,0.480046272445401,0.424849155540147,0.464611544931539,0.509337628297564,0.717690608258695,0.659404192954647,0.685819352028866,0.660371879752505
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,11216.8008505428,11391.3773497683,10021.2386118827,9097.92397674769,9649.27816772402,10084.7937562021,10369.5553585271,8841.27075039868,10314.0506722115,11405.7940473759,13860.9597809326
Mexico,MEX,Net migration,SM.POP.NETM,-120058,-228816,-291044,-304472,-227499,-175356,-169628,-147456,-122791,-108438,-101044
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,60.8778893490059,61.6190030607783,62.2815946912215,62.8881149206513,63.4790282671879,64.0827752771419,64.6945559299365,65.227528485815,65.664316469045,66.1607124668844,66.7402757272564
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.2194,89.1068,91.058,93.1827,91.7265,88.7464,92.7304,90.2195,82.9141,84.9234,86.9815
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.335037912184741,2.75922671353253,0.795279630579839,-0.127258844489754,0.484199796126385,0.989094598021848,0.46877615938395,-0.024995834027731,-0.233352779398264,2.49770278172255,3.26813365933163
Japan,JPN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.940538501428935,0.957800914762225,0.947283532698529,0.929516775505971,0.913229479099801,0.962497363778907,0.992231472747577,1.01676127140466,1.06384050244526,1.00994395391657,1.13954641785041
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40898.6478964744,38475.3952461838,34960.6393843385,39375.4731620781,38834.0529341227,39751.1330982711,40415.9567649547,40028.7341726762,40094.5599795288,34065.6438962526,33836.1756271617
